Name,Age,Major,GPA,Year,Club,Position
Thomas Clark,20,Mechanical Engineering,2.84,Junior,BioSociety,Part-time at ElectricWorks
Thomas Wilson,22,Business Administration,3.19,Junior,Research Assistant,Part-time at MarketPlace
Jessica White,19,Electrical Engineering,3.67,Sophomore,ChemClub,Business Club President
Jane Doe,23,Mechanical Engineering,2.08,Junior,Coding Club,Member of BioSociety
Sarah White,21,Business Administration,3.51,Junior,Robotics Team,Intern at TechCorp
Thomas Clark,22,Economics,3.15,Junior,Green Club,Part-time at AutoWorks
John Doe,21,Economics,3.8,Junior,Debate Team,Part-time at ElectricWorks
Christopher Taylor,22,Chemistry,3.62,Senior,BioSociety,Member of ChemClub
Barbara Johnson,25,Economics,2.36,Freshman,Math Club,Part-time at AutoWorks
Christopher Thomas,24,Computer Science,3.58,Senior,Coding Club,Part-time at ElectricWorks
Emily Thomas,19,Mechanical Engineering,2.63,Senior,Robotics Team,Part-time at MarketPlace
Emily Thomas,25,Economics,2.45,Junior,Soccer Club,Research Assistant
John Martin,19,Environmental Science,2.28,Freshman,ASCE Member,Member of ChemClub
Sarah Brown,20,Mathematics,3.0,Senior,IEEE Member,Intern at StartUp
Thomas Taylor,23,Computer Science,2.91,Freshman,Coding Club,Member of ChemClub
Patricia Anderson,18,Mathematics,2.8,Junior,BioSociety,Member of ChemClub
Barbara Thomas,21,Environmental Science,2.04,Sophomore,Research Assistant,Business Club President
Jessica Martin,22,Chemistry,3.07,Freshman,Green Club,Part-time at AutoWorks
Jessica Harris,18,Mathematics,3.35,Junior,IEEE Member,Member of BioSociety
Barbara Clark,19,Economics,2.16,Freshman,Research Assistant,Tutor at MathCenter
Patricia Jackson,23,Electrical Engineering,2.04,Freshman,Coding Club,Member of ChemClub
Linda Wilson,19,Mechanical Engineering,3.1,Senior,Business Club,Intern at StartUp
Linda Anderson,23,Economics,2.86,Junior,ChemClub,Intern at StartUp
Patricia Wilson,20,Business Administration,3.42,Junior,IEEE Member,Intern at ResearchLab
David Moore,22,Environmental Science,2.94,Sophomore,Soccer Club,Part-time at AutoWorks
Patricia Doe,19,Civil Engineering,3.63,Freshman,Soccer Club,Part-time at BuildCorp
Sarah Moore,22,Electrical Engineering,3.21,Senior,ASCE Member,Intern at ResearchLab
Patricia Moore,25,Physics,2.73,Senior,ChemClub,Tutor at MathCenter
Christopher Doe,20,Computer Science,3.9,Freshman,Debate Team,Member of BioSociety
Christopher Johnson,25,Civil Engineering,3.64,Sophomore,Green Club,Part-time at ElectricWorks
Barbara Johnson,24,Electrical Engineering,3.91,Freshman,Research Assistant,Intern at TechCorp
James Martin,25,Physics,2.42,Sophomore,ChemClub,Part-time at BuildCorp
Thomas Doe,19,Mathematics,3.26,Sophomore,Green Club,Business Club President
Robert Clark,18,Electrical Engineering,3.4,Sophomore,Green Club,Intern at TechCorp
Barbara Martin,19,Business Administration,3.08,Sophomore,BioSociety,Intern at StartUp
John Wilson,21,Economics,3.26,Sophomore,Robotics Team,Tutor at MathCenter
Christopher Wilson,25,Mathematics,3.97,Freshman,ASCE Member,Tutor at MathCenter
Jane Taylor,23,Civil Engineering,2.91,Senior,Soccer Club,Tutor at MathCenter
Mary White,21,Physics,2.85,Junior,BioSociety,Intern at TechCorp
Linda Harris,24,Economics,2.24,Senior,Coding Club,Tutor at MathCenter
Sarah Moore,22,Biology,3.8,Senior,Coding Club,Part-time at MarketPlace
John Jackson,25,Civil Engineering,3.72,Sophomore,BioSociety,Tutor at MathCenter
Thomas Johnson,19,Mechanical Engineering,3.56,Freshman,Coding Club,Intern at TechCorp
John Martin,25,Economics,2.12,Sophomore,Soccer Club,Intern at StartUp
Jessica Moore,22,Physics,2.8,Junior,IEEE Member,Intern at ResearchLab
Jane Smith,23,Mechanical Engineering,3.32,Freshman,Coding Club,Part-time at BuildCorp
Mary Taylor,18,Economics,2.03,Freshman,BioSociety,Member of ChemClub
James Harris,18,Environmental Science,3.37,Junior,Robotics Team,Intern at ResearchLab
Mary Martin,23,Business Administration,2.0,Sophomore,IEEE Member,Intern at TechCorp
Barbara Thomas,25,Electrical Engineering,2.77,Senior,Green Club,Member of ChemClub
Robert Clark,25,Mechanical Engineering,2.16,Junior,Business Club,Part-time at MarketPlace
Mary Thomas,20,Computer Science,3.89,Junior,BioSociety,Part-time at ElectricWorks
Mary Smith,24,Mathematics,3.2,Senior,Debate Team,Intern at TechCorp
Mary Jackson,23,Chemistry,3.3,Sophomore,Business Club,Intern at ResearchLab
Jane Wilson,21,Electrical Engineering,2.32,Senior,BioSociety,Tutor at MathCenter
Robert Clark,22,Computer Science,2.22,Senior,Coding Club,Business Club President
Emily Jackson,20,Biology,3.8,Junior,Math Club,Intern at StartUp
David Moore,22,Biology,2.04,Junior,Debate Team,Intern at StartUp
Christopher Smith,19,Business Administration,2.7,Freshman,Robotics Team,Member of ChemClub
Barbara Moore,21,Business Administration,2.39,Junior,ASCE Member,Tutor at MathCenter
James Moore,20,Environmental Science,3.12,Junior,ChemClub,Member of ChemClub
Robert Jackson,20,Electrical Engineering,3.31,Freshman,Research Assistant,Part-time at BuildCorp
Christopher Brown,21,Mathematics,3.48,Freshman,IEEE Member,Intern at StartUp
Robert Brown,18,Mechanical Engineering,3.4,Freshman,Debate Team,Part-time at AutoWorks
Barbara Taylor,18,Environmental Science,3.03,Sophomore,Green Club,Part-time at AutoWorks
Christopher Smith,18,Mathematics,3.47,Senior,Math Club,Intern at ResearchLab
Mary Jackson,20,Civil Engineering,2.14,Junior,Research Assistant,Member of BioSociety
Robert Anderson,24,Mechanical Engineering,3.13,Freshman,IEEE Member,Intern at ResearchLab
Sarah Brown,20,Business Administration,2.8,Sophomore,Green Club,Part-time at MarketPlace
James White,23,Electrical Engineering,3.51,Freshman,Green Club,Intern at StartUp
James Taylor,25,Computer Science,2.82,Sophomore,Research Assistant,Part-time at BuildCorp
Thomas White,19,Chemistry,3.4,Senior,IEEE Member,Member of BioSociety
Linda Johnson,19,Business Administration,3.81,Freshman,Soccer Club,Member of ChemClub
Patricia Johnson,22,Economics,2.08,Sophomore,BioSociety,Research Assistant
James Clark,18,Chemistry,2.06,Senior,Math Club,Member of BioSociety
Sarah Davis,19,Business Administration,3.41,Freshman,Coding Club,Business Club President
Robert Jackson,24,Mechanical Engineering,2.33,Freshman,BioSociety,Member of BioSociety
Patricia Thomas,23,Business Administration,2.5,Sophomore,Research Assistant,Tutor at MathCenter
Sarah Anderson,20,Chemistry,3.45,Freshman,ASCE Member,Part-time at ElectricWorks
Barbara Johnson,22,Mathematics,2.54,Senior,ASCE Member,Part-time at MarketPlace
David Anderson,25,Economics,3.92,Freshman,Research Assistant,Member of BioSociety
Mary Thomas,24,Physics,2.24,Sophomore,Math Club,Business Club President
James Brown,22,Economics,3.4,Freshman,Research Assistant,Research Assistant
Linda Taylor,25,Civil Engineering,3.21,Sophomore,ChemClub,Business Club President
Patricia Jackson,22,Civil Engineering,2.63,Junior,Debate Team,Business Club President
Emily Moore,19,Chemistry,2.33,Junior,ChemClub,Part-time at BuildCorp
Jessica Johnson,22,Environmental Science,2.55,Junior,IEEE Member,Intern at TechCorp
Sarah Taylor,20,Electrical Engineering,2.87,Senior,Soccer Club,Intern at ResearchLab
Jane Anderson,20,Mechanical Engineering,3.7,Freshman,Research Assistant,Intern at TechCorp
Robert Harris,22,Biology,3.36,Sophomore,IEEE Member,Part-time at AutoWorks
Mary Moore,22,Mathematics,2.33,Senior,Math Club,Intern at TechCorp
Michael Johnson,25,Environmental Science,3.23,Junior,Robotics Team,Business Club President
David Clark,21,Physics,3.39,Junior,Business Club,Intern at TechCorp
Michael White,18,Economics,3.72,Junior,Debate Team,Research Assistant
David Johnson,18,Mechanical Engineering,3.87,Freshman,Robotics Team,Intern at ResearchLab
Thomas Anderson,18,Computer Science,3.91,Senior,Coding Club,Part-time at ElectricWorks
Barbara Doe,24,Mechanical Engineering,2.16,Freshman,Math Club,Member of ChemClub
Michael Wilson,22,Physics,3.2,Freshman,Business Club,Intern at TechCorp
Christopher Wilson,22,Mathematics,2.15,Junior,BioSociety,Part-time at MarketPlace
Linda Wilson,19,Business Administration,3.17,Junior,IEEE Member,Part-time at BuildCorp
Thomas Jackson,21,Business Administration,2.81,Junior,Soccer Club,Business Club President
Patricia Harris,23,Physics,3.72,Freshman,Business Club,Member of ChemClub
David Harris,23,Civil Engineering,2.94,Junior,Coding Club,Part-time at MarketPlace
Jessica Martin,25,Chemistry,2.51,Freshman,Coding Club,Intern at TechCorp
Thomas Thomas,20,Civil Engineering,2.45,Freshman,Coding Club,Part-time at MarketPlace
Barbara Johnson,19,Environmental Science,3.1,Freshman,ASCE Member,Part-time at ElectricWorks
Linda Davis,21,Civil Engineering,3.52,Freshman,IEEE Member,Intern at StartUp
Barbara Wilson,22,Environmental Science,2.38,Senior,Research Assistant,Part-time at AutoWorks
Christopher Smith,19,Mathematics,2.77,Sophomore,Debate Team,Part-time at BuildCorp
Robert Brown,20,Chemistry,2.05,Freshman,Soccer Club,Intern at TechCorp
Jane Moore,22,Mechanical Engineering,2.7,Sophomore,Research Assistant,Part-time at MarketPlace
Sarah Thomas,24,Economics,2.25,Senior,Research Assistant,Part-time at ElectricWorks
Patricia Davis,23,Chemistry,3.56,Junior,ChemClub,Intern at ResearchLab
Linda Davis,21,Business Administration,2.85,Sophomore,Research Assistant,Member of ChemClub
Sarah Wilson,25,Mathematics,3.02,Senior,BioSociety,Research Assistant
Christopher Harris,18,Civil Engineering,3.4,Sophomore,Soccer Club,Part-time at MarketPlace
Emily Johnson,24,Environmental Science,2.7,Junior,Debate Team,Part-time at BuildCorp
Patricia Doe,20,Chemistry,2.5,Senior,Robotics Team,Member of ChemClub
Jane Martin,22,Environmental Science,3.41,Sophomore,ASCE Member,Intern at ResearchLab
James Taylor,22,Civil Engineering,3.44,Junior,Research Assistant,Part-time at ElectricWorks
Thomas Doe,21,Computer Science,2.87,Freshman,Robotics Team,Member of ChemClub
James Wilson,24,Economics,3.45,Junior,Research Assistant,Intern at TechCorp
David Wilson,25,Chemistry,2.53,Senior,Business Club,Part-time at BuildCorp
Barbara Clark,20,Physics,2.51,Junior,Green Club,Part-time at MarketPlace
David Johnson,24,Computer Science,2.71,Senior,Math Club,Tutor at MathCenter
Patricia Taylor,25,Electrical Engineering,2.6,Junior,Coding Club,Part-time at AutoWorks
Sarah Jackson,19,Mathematics,3.95,Sophomore,Business Club,Intern at TechCorp
Thomas White,24,Electrical Engineering,2.23,Junior,BioSociety,Part-time at ElectricWorks
Jane Jackson,25,Computer Science,3.25,Junior,Green Club,Part-time at BuildCorp
Thomas Clark,23,Biology,2.38,Sophomore,ChemClub,Tutor at MathCenter
Robert White,19,Mathematics,3.71,Junior,Math Club,Part-time at BuildCorp
Patricia Smith,20,Civil Engineering,2.73,Senior,IEEE Member,Part-time at BuildCorp
Emily Wilson,18,Chemistry,2.81,Sophomore,Green Club,Part-time at BuildCorp
David White,23,Computer Science,3.81,Freshman,Soccer Club,Part-time at BuildCorp
Jessica Wilson,20,Economics,2.41,Sophomore,Green Club,Research Assistant
Linda Jackson,23,Electrical Engineering,2.66,Freshman,Robotics Team,Part-time at AutoWorks
John Clark,23,Economics,3.02,Junior,IEEE Member,Intern at TechCorp
Linda Anderson,19,Chemistry,2.44,Sophomore,BioSociety,Intern at TechCorp
Thomas Johnson,24,Mechanical Engineering,2.63,Freshman,Green Club,Business Club President
Jane Wilson,25,Environmental Science,3.61,Junior,IEEE Member,Part-time at BuildCorp
John Johnson,18,Biology,2.22,Junior,Business Club,Research Assistant
Sarah Anderson,21,Physics,2.73,Senior,IEEE Member,Intern at ResearchLab
Christopher Moore,18,Electrical Engineering,2.01,Junior,Business Club,Intern at StartUp
Mary Moore,25,Civil Engineering,2.43,Senior,IEEE Member,Part-time at AutoWorks
Jessica Jackson,20,Environmental Science,3.26,Senior,Soccer Club,Member of ChemClub
Michael Jackson,24,Chemistry,4.0,Senior,Green Club,Member of ChemClub
Linda Anderson,20,Civil Engineering,2.2,Junior,Research Assistant,Part-time at ElectricWorks
Patricia Jackson,25,Mechanical Engineering,3.88,Senior,IEEE Member,Part-time at ElectricWorks
Linda Doe,25,Chemistry,2.57,Sophomore,BioSociety,Part-time at AutoWorks
John Harris,24,Computer Science,3.41,Freshman,Soccer Club,Member of ChemClub
Mary Clark,23,Business Administration,2.21,Sophomore,Research Assistant,Part-time at ElectricWorks
Robert Brown,25,Business Administration,2.09,Sophomore,Soccer Club,Part-time at AutoWorks
Thomas Martin,24,Physics,3.43,Sophomore,Business Club,Part-time at MarketPlace
Linda Anderson,21,Mathematics,2.6,Junior,Soccer Club,Intern at StartUp
Robert Martin,25,Electrical Engineering,2.74,Sophomore,Soccer Club,Member of BioSociety
Michael Wilson,25,Environmental Science,3.27,Junior,Math Club,Member of BioSociety
Christopher Clark,20,Biology,3.43,Sophomore,Robotics Team,Member of BioSociety
Robert Davis,20,Computer Science,2.4,Freshman,Green Club,Business Club President
Robert Martin,20,Physics,2.52,Sophomore,ChemClub,Business Club President
David Harris,23,Civil Engineering,2.73,Senior,IEEE Member,Research Assistant
Jessica Taylor,25,Biology,2.83,Sophomore,ASCE Member,Intern at TechCorp
Robert Davis,23,Business Administration,3.04,Freshman,BioSociety,Member of BioSociety
Christopher Jackson,22,Physics,3.44,Junior,BioSociety,Tutor at MathCenter
Jane Taylor,18,Computer Science,3.03,Junior,Green Club,Intern at StartUp
Mary Brown,20,Business Administration,3.24,Sophomore,Soccer Club,Intern at StartUp
Barbara Johnson,24,Mechanical Engineering,2.9,Senior,BioSociety,Member of ChemClub
Michael Johnson,24,Economics,3.66,Junior,Soccer Club,Business Club President
Patricia Martin,24,Biology,2.6,Sophomore,Green Club,Part-time at BuildCorp
Robert Harris,21,Mathematics,2.33,Junior,Coding Club,Research Assistant
Robert Brown,22,Environmental Science,3.03,Junior,Debate Team,Part-time at ElectricWorks
Jessica White,25,Environmental Science,3.08,Freshman,Coding Club,Intern at StartUp
Christopher Thomas,25,Economics,3.76,Junior,Business Club,Research Assistant
Jane Thomas,20,Business Administration,2.16,Senior,Math Club,Intern at StartUp
James Anderson,22,Electrical Engineering,2.93,Junior,Debate Team,Part-time at AutoWorks
Christopher Brown,23,Physics,3.67,Sophomore,ASCE Member,Part-time at AutoWorks
Jessica Davis,25,Electrical Engineering,2.59,Sophomore,Business Club,Intern at StartUp
James Taylor,20,Computer Science,3.4,Freshman,Green Club,Part-time at AutoWorks
Robert Jackson,21,Economics,2.19,Junior,Research Assistant,Intern at TechCorp
John Moore,23,Mechanical Engineering,2.54,Senior,Business Club,Intern at ResearchLab
Robert Johnson,20,Economics,2.77,Junior,Math Club,Part-time at AutoWorks
Michael Moore,22,Chemistry,2.41,Junior,ChemClub,Tutor at MathCenter
Barbara Doe,24,Computer Science,2.06,Junior,Debate Team,Intern at StartUp
Robert Wilson,24,Environmental Science,2.91,Senior,IEEE Member,Research Assistant
Barbara Jackson,21,Chemistry,2.23,Junior,Coding Club,Part-time at BuildCorp
John White,19,Environmental Science,2.97,Junior,Debate Team,Intern at ResearchLab
Emily Smith,24,Biology,3.2,Sophomore,IEEE Member,Intern at StartUp
James Clark,23,Mathematics,3.08,Freshman,Business Club,Part-time at AutoWorks
Barbara Davis,18,Mechanical Engineering,3.45,Senior,Math Club,Intern at TechCorp
Thomas Jackson,19,Biology,2.76,Freshman,Debate Team,Part-time at BuildCorp
David Johnson,22,Environmental Science,3.73,Freshman,Debate Team,Intern at TechCorp
Jane Clark,24,Mechanical Engineering,3.4,Sophomore,Coding Club,Part-time at ElectricWorks
Jane Thomas,25,Electrical Engineering,2.22,Senior,Coding Club,Tutor at MathCenter
John Taylor,18,Electrical Engineering,3.06,Junior,Math Club,Part-time at ElectricWorks
Robert Moore,23,Biology,3.23,Freshman,BioSociety,Research Assistant
John Clark,22,Mechanical Engineering,2.75,Senior,Coding Club,Intern at StartUp
Christopher Doe,25,Mathematics,3.07,Senior,Coding Club,Tutor at MathCenter
Barbara Clark,24,Civil Engineering,3.99,Senior,Business Club,Part-time at MarketPlace
David Jackson,25,Environmental Science,3.46,Junior,Soccer Club,Intern at TechCorp
David Smith,23,Economics,3.99,Senior,Soccer Club,Intern at ResearchLab
Sarah Moore,23,Economics,2.35,Sophomore,BioSociety,Part-time at AutoWorks
Emily Martin,22,Physics,2.7,Junior,Business Club,Part-time at ElectricWorks
Barbara Jackson,20,Electrical Engineering,2.09,Junior,Research Assistant,Research Assistant
Jane Harris,25,Environmental Science,3.37,Junior,Coding Club,Intern at StartUp
Robert Jackson,19,Chemistry,2.72,Senior,Debate Team,Member of BioSociety
Robert Martin,18,Computer Science,3.18,Junior,Soccer Club,Member of BioSociety
Patricia Jackson,24,Mechanical Engineering,2.82,Freshman,Coding Club,Part-time at ElectricWorks
Jane Taylor,21,Environmental Science,3.48,Sophomore,ASCE Member,Member of BioSociety
Christopher Taylor,20,Economics,2.08,Junior,Green Club,Part-time at ElectricWorks
Jane Harris,22,Mathematics,3.96,Freshman,Coding Club,Member of BioSociety
Michael Harris,20,Mechanical Engineering,3.81,Junior,Robotics Team,Intern at TechCorp
David White,21,Chemistry,3.42,Senior,BioSociety,Member of ChemClub
Linda Clark,25,Biology,2.58,Junior,Coding Club,Intern at StartUp
David Smith,23,Biology,2.12,Sophomore,Debate Team,Member of ChemClub
Linda Davis,23,Electrical Engineering,3.76,Sophomore,Math Club,Member of ChemClub
Linda Wilson,23,Chemistry,3.53,Sophomore,IEEE Member,Tutor at MathCenter
David White,18,Business Administration,3.72,Senior,IEEE Member,Part-time at BuildCorp
Michael Smith,18,Business Administration,2.38,Sophomore,Business Club,Part-time at ElectricWorks
Christopher Harris,18,Computer Science,2.79,Senior,Research Assistant,Member of ChemClub
Michael Johnson,22,Economics,3.53,Sophomore,Soccer Club,Intern at StartUp
Patricia Thomas,21,Chemistry,2.11,Sophomore,Green Club,Research Assistant
Christopher Davis,18,Economics,2.28,Junior,IEEE Member,Intern at TechCorp
Mary Taylor,21,Economics,2.89,Junior,ChemClub,Part-time at ElectricWorks
Mary Martin,22,Electrical Engineering,3.18,Sophomore,Research Assistant,Part-time at BuildCorp
Linda Jackson,21,Biology,3.56,Freshman,ASCE Member,Part-time at ElectricWorks
James Anderson,21,Business Administration,3.73,Sophomore,ChemClub,Part-time at AutoWorks
Michael Jackson,23,Computer Science,3.37,Freshman,Math Club,Business Club President
Patricia Martin,22,Mathematics,2.44,Junior,BioSociety,Part-time at ElectricWorks
Linda Johnson,21,Chemistry,2.35,Freshman,Green Club,Member of BioSociety
Jessica Thomas,20,Biology,2.86,Sophomore,Math Club,Part-time at BuildCorp
Linda Moore,19,Business Administration,3.76,Junior,Debate Team,Member of BioSociety
John Brown,25,Mathematics,2.41,Sophomore,Research Assistant,Member of ChemClub
John Brown,23,Electrical Engineering,2.19,Sophomore,IEEE Member,Business Club President
Jessica Johnson,19,Physics,3.54,Sophomore,Robotics Team,Part-time at BuildCorp
Jessica Johnson,21,Computer Science,2.14,Junior,Research Assistant,Part-time at AutoWorks
James Moore,18,Physics,4.0,Senior,IEEE Member,Intern at TechCorp
Michael Clark,19,Chemistry,2.86,Freshman,Math Club,Business Club President
Patricia Moore,25,Computer Science,3.82,Freshman,Business Club,Part-time at ElectricWorks
Barbara Moore,22,Physics,3.17,Junior,Green Club,Part-time at BuildCorp
Mary Wilson,21,Mathematics,3.82,Junior,IEEE Member,Part-time at BuildCorp
Sarah Jackson,24,Chemistry,2.52,Senior,Green Club,Business Club President
Patricia Martin,22,Mechanical Engineering,3.7,Freshman,Robotics Team,Member of BioSociety
Barbara Moore,25,Physics,3.14,Senior,Research Assistant,Member of BioSociety
Sarah Smith,22,Chemistry,2.01,Junior,Soccer Club,Part-time at ElectricWorks
James Anderson,23,Chemistry,2.12,Sophomore,IEEE Member,Part-time at MarketPlace
Christopher Doe,21,Environmental Science,2.77,Freshman,Research Assistant,Part-time at AutoWorks
David Anderson,20,Civil Engineering,2.48,Junior,Business Club,Part-time at AutoWorks
Michael Martin,25,Mathematics,2.46,Junior,Debate Team,Intern at ResearchLab
Robert Doe,21,Economics,2.84,Senior,ChemClub,Research Assistant
Linda Doe,24,Civil Engineering,3.3,Freshman,Research Assistant,Member of ChemClub
Sarah Taylor,19,Environmental Science,3.64,Freshman,IEEE Member,Business Club President
James Clark,24,Mathematics,2.6,Senior,Business Club,Part-time at AutoWorks
Michael Harris,23,Computer Science,2.85,Junior,Business Club,Business Club President
Robert Jackson,22,Computer Science,2.62,Sophomore,Coding Club,Member of ChemClub
Sarah Anderson,23,Physics,3.17,Sophomore,ChemClub,Tutor at MathCenter
Jane Wilson,24,Electrical Engineering,3.62,Senior,Robotics Team,Research Assistant
Emily Clark,25,Civil Engineering,2.31,Senior,Coding Club,Part-time at MarketPlace
Sarah Harris,19,Mathematics,2.16,Sophomore,Soccer Club,Intern at StartUp
Michael Davis,24,Physics,3.93,Sophomore,Green Club,Part-time at MarketPlace
James White,25,Environmental Science,3.76,Senior,Soccer Club,Tutor at MathCenter
Michael Smith,18,Mathematics,2.21,Junior,BioSociety,Part-time at BuildCorp
Jane Clark,18,Economics,3.74,Senior,ASCE Member,Intern at StartUp
Robert Doe,22,Environmental Science,3.7,Freshman,Coding Club,Part-time at MarketPlace
Patricia Taylor,25,Civil Engineering,2.18,Junior,IEEE Member,Intern at TechCorp
Linda Anderson,18,Chemistry,3.3,Sophomore,Coding Club,Intern at TechCorp
Michael Wilson,19,Biology,3.82,Sophomore,IEEE Member,Intern at StartUp
Thomas Jackson,18,Environmental Science,2.58,Junior,Soccer Club,Part-time at AutoWorks
Barbara Brown,22,Civil Engineering,3.76,Sophomore,Math Club,Tutor at MathCenter
Thomas Wilson,21,Mathematics,2.08,Junior,Soccer Club,Part-time at BuildCorp
Barbara Brown,20,Biology,3.47,Junior,ASCE Member,Part-time at ElectricWorks
Jane Wilson,24,Economics,3.07,Junior,Soccer Club,Research Assistant
Christopher Taylor,19,Environmental Science,2.11,Junior,ChemClub,Tutor at MathCenter
Jessica Anderson,25,Chemistry,3.28,Junior,Math Club,Member of BioSociety
John Clark,20,Electrical Engineering,2.81,Senior,ASCE Member,Intern at ResearchLab
Thomas Moore,18,Environmental Science,2.31,Senior,Green Club,Intern at StartUp
Thomas Martin,20,Chemistry,3.72,Senior,Debate Team,Research Assistant
Robert Wilson,24,Electrical Engineering,2.45,Sophomore,ChemClub,Part-time at AutoWorks
Christopher Doe,20,Biology,2.3,Junior,Research Assistant,Intern at TechCorp
Jessica Johnson,21,Biology,2.84,Junior,ASCE Member,Part-time at AutoWorks
David Doe,21,Physics,3.47,Senior,Business Club,Business Club President
Linda Wilson,22,Physics,2.31,Sophomore,Debate Team,Part-time at BuildCorp
Barbara Thomas,22,Physics,2.32,Junior,Research Assistant,Member of ChemClub
Barbara Thomas,23,Mathematics,2.29,Senior,Soccer Club,Part-time at ElectricWorks
Jane Johnson,19,Business Administration,3.74,Freshman,Robotics Team,Member of ChemClub
Jessica Jackson,19,Business Administration,2.39,Sophomore,IEEE Member,Intern at TechCorp
Christopher Moore,18,Environmental Science,3.43,Sophomore,ChemClub,Part-time at AutoWorks
John Davis,25,Civil Engineering,2.09,Senior,Business Club,Intern at TechCorp
Sarah Doe,24,Biology,3.42,Senior,Green Club,Intern at TechCorp
Emily Harris,25,Physics,3.95,Freshman,Green Club,Research Assistant
Emily Davis,18,Civil Engineering,3.89,Sophomore,ChemClub,Tutor at MathCenter
John Clark,21,Chemistry,2.16,Junior,BioSociety,Intern at ResearchLab
Emily Martin,18,Physics,2.98,Sophomore,Business Club,Research Assistant
James Brown,18,Chemistry,2.16,Sophomore,ASCE Member,Member of BioSociety
Mary Brown,23,Mathematics,3.64,Sophomore,Green Club,Part-time at BuildCorp
Robert Smith,23,Environmental Science,2.58,Senior,Math Club,Part-time at AutoWorks
James Doe,18,Civil Engineering,2.94,Sophomore,Coding Club,Intern at StartUp
Robert Clark,18,Civil Engineering,3.53,Senior,Green Club,Business Club President
John Anderson,24,Mathematics,3.64,Senior,Business Club,Member of ChemClub
Jane Doe,23,Civil Engineering,3.39,Sophomore,Math Club,Member of ChemClub
Emily Martin,20,Physics,3.49,Junior,Business Club,Member of BioSociety
Barbara Jackson,19,Economics,2.42,Senior,ASCE Member,Part-time at MarketPlace
Linda Jackson,23,Mathematics,3.19,Junior,ChemClub,Member of BioSociety
David White,23,Mechanical Engineering,3.54,Senior,Research Assistant,Member of ChemClub
Michael White,22,Electrical Engineering,2.49,Freshman,Green Club,Member of ChemClub
Sarah Anderson,18,Environmental Science,3.38,Junior,Coding Club,Member of ChemClub
Emily Thomas,20,Chemistry,3.98,Junior,Coding Club,Intern at TechCorp
Sarah Smith,19,Business Administration,2.67,Sophomore,Coding Club,Member of BioSociety
Patricia Moore,25,Mathematics,3.55,Freshman,Business Club,Member of BioSociety
Thomas Anderson,24,Computer Science,2.25,Junior,Math Club,Part-time at MarketPlace
John Anderson,25,Biology,2.78,Junior,Soccer Club,Research Assistant
Emily Doe,22,Physics,2.51,Freshman,Debate Team,Part-time at MarketPlace
Jessica Clark,20,Physics,2.19,Senior,Robotics Team,Part-time at AutoWorks
David Martin,25,Civil Engineering,3.86,Freshman,Debate Team,Intern at TechCorp
James Harris,21,Physics,3.32,Junior,Business Club,Intern at TechCorp
James Smith,19,Economics,2.01,Freshman,Green Club,Member of BioSociety
James Thomas,20,Biology,2.71,Freshman,Robotics Team,Part-time at MarketPlace
John Jackson,23,Mathematics,2.39,Senior,Robotics Team,Intern at StartUp
John Clark,22,Biology,3.04,Junior,ASCE Member,Intern at TechCorp
James Anderson,23,Computer Science,3.95,Senior,Business Club,Intern at TechCorp
Patricia Davis,23,Business Administration,2.45,Freshman,Robotics Team,Tutor at MathCenter
Linda Brown,24,Biology,3.57,Sophomore,ASCE Member,Member of BioSociety
Mary Thomas,20,Mathematics,3.24,Freshman,Soccer Club,Part-time at ElectricWorks
David Doe,23,Electrical Engineering,2.34,Freshman,Research Assistant,Intern at TechCorp
Jessica Anderson,24,Business Administration,2.07,Freshman,Robotics Team,Part-time at AutoWorks
Jessica Jackson,22,Mechanical Engineering,2.17,Junior,Research Assistant,Part-time at AutoWorks
Sarah Harris,20,Computer Science,2.79,Senior,Debate Team,Part-time at ElectricWorks
Barbara Doe,19,Biology,3.46,Junior,Debate Team,Part-time at MarketPlace
Sarah Doe,22,Chemistry,3.02,Sophomore,Research Assistant,Tutor at MathCenter
Emily Smith,18,Computer Science,3.87,Senior,ChemClub,Intern at ResearchLab
Linda Johnson,19,Electrical Engineering,2.32,Sophomore,Debate Team,Part-time at ElectricWorks
Patricia Harris,25,Computer Science,2.83,Senior,Robotics Team,Part-time at MarketPlace
Mary Clark,23,Computer Science,3.18,Freshman,IEEE Member,Intern at ResearchLab
Linda Wilson,20,Mathematics,2.6,Sophomore,Debate Team,Member of BioSociety
Jane White,21,Civil Engineering,3.81,Freshman,IEEE Member,Intern at StartUp
Jane Doe,19,Civil Engineering,3.24,Sophomore,Research Assistant,Tutor at MathCenter
Barbara Martin,19,Computer Science,2.67,Freshman,BioSociety,Part-time at AutoWorks
Emily Clark,21,Civil Engineering,2.25,Sophomore,Business Club,Intern at StartUp
Jane Martin,20,Electrical Engineering,2.96,Senior,Debate Team,Member of BioSociety
Michael Moore,19,Computer Science,2.26,Sophomore,Business Club,Intern at StartUp
Emily Clark,24,Computer Science,2.07,Senior,ChemClub,Business Club President
Barbara Moore,18,Mathematics,3.99,Senior,Coding Club,Part-time at BuildCorp
Mary Wilson,20,Business Administration,2.14,Sophomore,IEEE Member,Intern at ResearchLab
Linda Harris,18,Business Administration,2.93,Junior,Green Club,Intern at StartUp
